189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 102 ms, execution time: 89 ms, waiting time: 1 ms, processed by Server Zone:4)
94 getNumberofCountries 6 101404  Zone:4 (turnaround time: 362 ms, execution time: 82 ms, waiting time: 280 ms, processed by Server Zone:4)
99 getNumberofCountries 12 45625  Zone:2 (turnaround time: 180 ms, execution time: 82 ms, waiting time: 98 ms, processed by Server Zone:2)
142 getNumberofCountries 8 22767  Zone:1 (turnaround time: 274 ms, execution time: 91 ms, waiting time: 182 ms, processed by Server Zone:1)
94 getNumberofCountries 6 100259  Zone:3 (turnaround time: 676 ms, execution time: 81 ms, waiting time: 594 ms, processed by Server Zone:3)
99 getNumberofCountries 12 45625  Zone:2 (turnaround time: 238 ms, execution time: 80 ms, waiting time: 157 ms, processed by Server Zone:2)
114 getNumberofCountries 20 17670  Zone:4 (turnaround time: 392 ms, execution time: 90 ms, waiting time: 301 ms, processed by Server Zone:4)
94 getNumberofCountries 6 100259  Zone:3 (turnaround time: 733 ms, execution time: 80 ms, waiting time: 653 ms, processed by Server Zone:3)
44 getNumberofCountries 28 65224  Zone:1 (turnaround time: 130 ms, execution time: 89 ms, waiting time: 41 ms, processed by Server Zone:1)
70 getNumberofCountries 16 61563  Zone:2 (turnaround time: 306 ms, execution time: 90 ms, waiting time: 214 ms, processed by Server Zone:2)
60 getNumberofCountries 18 67628  Zone:4 (turnaround time: 194 ms, execution time: 92 ms, waiting time: 101 ms, processed by Server Zone:4)
58 getNumberofCountries 20 64849  Zone:5 (turnaround time: 92 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:5)
44 getNumberofCountries 28 65224  Zone:1 (turnaround time: 187 ms, execution time: 80 ms, waiting time: 107 ms, processed by Server Zone:1)
71 getNumberofCountries 15 65925  Zone:3 (turnaround time: 801 ms, execution time: 92 ms, waiting time: 709 ms, processed by Server Zone:3)
92 getNumberofCountries 10 61397  Zone:2 (turnaround time: 302 ms, execution time: 93 ms, waiting time: 208 ms, processed by Server Zone:2)
139 getNumberofCountries 7 29867  Zone:4 (turnaround time: 150 ms, execution time: 92 ms, waiting time: 57 ms, processed by Server Zone:4)
44 getNumberofCountries 28 65224  Zone:1 (turnaround time: 245 ms, execution time: 81 ms, waiting time: 164 ms, processed by Server Zone:1)
91 getNumberofCountries 27 19248  Zone:3 (turnaround time: 427 ms, execution time: 91 ms, waiting time: 335 ms, processed by Server Zone:3)
80 getNumberofCountries 9 86474  Zone:2 (turnaround time: 209 ms, execution time: 89 ms, waiting time: 119 ms, processed by Server Zone:2)
105 getNumberofCountries 12 40668  Zone:4 (turnaround time: 127 ms, execution time: 90 ms, waiting time: 35 ms, processed by Server Zone:4)
44 getNumberofCountries 28 65224  Zone:1 (turnaround time: 305 ms, execution time: 82 ms, waiting time: 223 ms, processed by Server Zone:1)
91 getNumberofCountries 27 19248  Zone:3 (turnaround time: 484 ms, execution time: 82 ms, waiting time: 401 ms, processed by Server Zone:3)
105 getNumberofCountries 12 40668  Zone:4 (turnaround time: 180 ms, execution time: 81 ms, waiting time: 99 ms, processed by Server Zone:4)
169 getNumberofCountries 2 31150  Zone:2 (turnaround time: 279 ms, execution time: 94 ms, waiting time: 184 ms, processed by Server Zone:2)
36 getNumberofCountries 29 91116  Zone:5 (turnaround time: 95 ms, execution time: 94 ms, waiting time: 0 ms, processed by Server Zone:5)
176 getNumberofCountries 2 23357  Zone:1 (turnaround time: 165 ms, execution time: 92 ms, waiting time: 72 ms, processed by Server Zone:1)
50 getNumberofCountries 18 84800  Zone:3 (turnaround time: 555 ms, execution time: 91 ms, waiting time: 463 ms, processed by Server Zone:3)
105 getNumberofCountries 12 40668  Zone:4 (turnaround time: 239 ms, execution time: 82 ms, waiting time: 157 ms, processed by Server Zone:4)
169 getNumberofCountries 2 31150  Zone:2 (turnaround time: 337 ms, execution time: 81 ms, waiting time: 256 ms, processed by Server Zone:2)
52 getNumberofCountries 15 102977  Zone:5 (turnaround time: 165 ms, execution time: 93 ms, waiting time: 71 ms, processed by Server Zone:5)
72 getNumberofCountries 24 35656  Zone:1 (turnaround time: 145 ms, execution time: 93 ms, waiting time: 52 ms, processed by Server Zone:1)
45 getNumberofCountries 27 64515  Zone:4 (turnaround time: 171 ms, execution time: 91 ms, waiting time: 79 ms, processed by Server Zone:4)
138 getNumberofCountries 15 12716  Zone:2 (turnaround time: 406 ms, execution time: 91 ms, waiting time: 313 ms, processed by Server Zone:2)
149 getNumberofCountries 3 46175  Zone:5 (turnaround time: 93 ms, execution time: 90 ms, waiting time: 1 ms, processed by Server Zone:5)
69 getNumberofCountries 15 69333  Zone:1 (turnaround time: 119 ms, execution time: 91 ms, waiting time: 26 ms, processed by Server Zone:1)
45 getNumberofCountries 27 64515  Zone:4 (turnaround time: 231 ms, execution time: 82 ms, waiting time: 149 ms, processed by Server Zone:4)
187 getNumberofCountries 2 15818  Zone:2 (turnaround time: 380 ms, execution time: 90 ms, waiting time: 289 ms, processed by Server Zone:2)
100 getNumberofCountries 11 49121  Zone:5 (turnaround time: 138 ms, execution time: 92 ms, waiting time: 46 ms, processed by Server Zone:5)
45 getNumberofCountries 27 64515  Zone:4 (turnaround time: 285 ms, execution time: 80 ms, waiting time: 205 ms, processed by Server Zone:4)
187 getNumberofCountries 2 15818  Zone:2 (turnaround time: 437 ms, execution time: 80 ms, waiting time: 357 ms, processed by Server Zone:2)
100 getNumberofCountries 11 49121  Zone:5 (turnaround time: 197 ms, execution time: 82 ms, waiting time: 115 ms, processed by Server Zone:5)
45 getNumberofCountries 27 64515  Zone:4 (turnaround time: 343 ms, execution time: 81 ms, waiting time: 261 ms, processed by Server Zone:4)
115 getNumberofCountries 4 98994  Zone:2 (turnaround time: 296 ms, execution time: 91 ms, waiting time: 205 ms, processed by Server Zone:2)
145 getNumberofCountries 2 88663  Zone:5 (turnaround time: 266 ms, execution time: 91 ms, waiting time: 174 ms, processed by Server Zone:5)
156 getNumberofCountries 2 69285  Zone:4 (turnaround time: 93 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:4)
126 getNumberofCountries 3 100858  Zone:2 (turnaround time: 205 ms, execution time: 90 ms, waiting time: 113 ms, processed by Server Zone:2)
33 getNumberofCountries 26 108862  Zone:5 (turnaround time: 333 ms, execution time: 92 ms, waiting time: 241 ms, processed by Server Zone:5)
126 getNumberofCountries 3 100858  Zone:2 (turnaround time: 261 ms, execution time: 81 ms, waiting time: 178 ms, processed by Server Zone:2)
33 getNumberofCountries 26 108862  Zone:5 (turnaround time: 393 ms, execution time: 82 ms, waiting time: 311 ms, processed by Server Zone:5)
80 getNumberofCountries 11 74244  Zone:4 (turnaround time: 95 ms, execution time: 94 ms, waiting time: 0 ms, processed by Server Zone:4)
125 getNumberofCountries 5 69537  Zone:2 (turnaround time: 307 ms, execution time: 90 ms, waiting time: 216 ms, processed by Server Zone:2)
33 getNumberofCountries 26 108862  Zone:5 (turnaround time: 452 ms, execution time: 81 ms, waiting time: 371 ms, processed by Server Zone:5)
42 getNumberofCountries 26 78606  Zone:4 (turnaround time: 116 ms, execution time: 90 ms, waiting time: 24 ms, processed by Server Zone:4)
47 getNumberofCountries 17 106327  Zone:3 (turnaround time: 94 ms, execution time: 94 ms, waiting time: 0 ms, processed by Server Zone:3)
131 getNumberofCountries 4 68626  Zone:2 (turnaround time: 352 ms, execution time: 91 ms, waiting time: 261 ms, processed by Server Zone:2)
98 getNumberofCountries 6 88443  Zone:5 (turnaround time: 518 ms, execution time: 90 ms, waiting time: 428 ms, processed by Server Zone:5)
47 getNumberofCountries 17 106327  Zone:3 (turnaround time: 153 ms, execution time: 82 ms, waiting time: 70 ms, processed by Server Zone:3)
116 getNumberofCountries 6 65772  Zone:4 (turnaround time: 113 ms, execution time: 92 ms, waiting time: 20 ms, processed by Server Zone:4)
118 getNumberofCountries 6 62821  Zone:1 (turnaround time: 94 ms, execution time: 93 ms, waiting time: 0 ms, processed by Server Zone:1)
131 getNumberofCountries 4 68626  Zone:2 (turnaround time: 409 ms, execution time: 81 ms, waiting time: 328 ms, processed by Server Zone:2)
79 getNumberofCountries 27 26956  Zone:5 (turnaround time: 540 ms, execution time: 90 ms, waiting time: 450 ms, processed by Server Zone:5)
47 getNumberofCountries 17 106327  Zone:3 (turnaround time: 208 ms, execution time: 80 ms, waiting time: 128 ms, processed by Server Zone:3)
118 getNumberofCountries 6 62821  Zone:1 (turnaround time: 151 ms, execution time: 80 ms, waiting time: 71 ms, processed by Server Zone:1)
131 getNumberofCountries 4 68626  Zone:2 (turnaround time: 465 ms, execution time: 80 ms, waiting time: 385 ms, processed by Server Zone:2)
31 getNumberofCountries 29 105042  Zone:5 (turnaround time: 473 ms, execution time: 94 ms, waiting time: 378 ms, processed by Server Zone:5)
96 getNumberofCountries 23 21222  Zone:3 (turnaround time: 209 ms, execution time: 91 ms, waiting time: 116 ms, processed by Server Zone:3)
56 getNumberofCountries 12 106418  Zone:1 (turnaround time: 196 ms, execution time: 90 ms, waiting time: 104 ms, processed by Server Zone:1)
131 getNumberofCountries 4 68626  Zone:2 (turnaround time: 524 ms, execution time: 82 ms, waiting time: 442 ms, processed by Server Zone:2)
77 getNumberofCountries 29 25687  Zone:5 (turnaround time: 540 ms, execution time: 90 ms, waiting time: 450 ms, processed by Server Zone:5)
37 getNumberofCountries 27 93794  Zone:1 (turnaround time: 145 ms, execution time: 92 ms, waiting time: 51 ms, processed by Server Zone:1)
98 getNumberofCountries 8 63971  Zone:2 (turnaround time: 532 ms, execution time: 96 ms, waiting time: 433 ms, processed by Server Zone:2)
44 getNumberofCountries 21 95173  Zone:4 (turnaround time: 93 ms, execution time: 93 ms, waiting time: 0 ms, processed by Server Zone:4)
115 getNumberofCountries 4 97648  Zone:5 (turnaround time: 315 ms, execution time: 96 ms, waiting time: 214 ms, processed by Server Zone:5)
44 getNumberofCountries 21 95173  Zone:4 (turnaround time: 157 ms, execution time: 86 ms, waiting time: 69 ms, processed by Server Zone:4)
122 getNumberofCountries 6 60213  Zone:1 (turnaround time: 204 ms, execution time: 105 ms, waiting time: 98 ms, processed by Server Zone:1)
98 getNumberofCountries 8 63971  Zone:2 (turnaround time: 604 ms, execution time: 96 ms, waiting time: 507 ms, processed by Server Zone:2)
84 getNumberofCountries 19 37001  Zone:3 (turnaround time: 113 ms, execution time: 113 ms, waiting time: 0 ms, processed by Server Zone:3)
115 getNumberofCountries 4 97648  Zone:5 (turnaround time: 368 ms, execution time: 81 ms, waiting time: 287 ms, processed by Server Zone:5)
84 getNumberofCountries 19 37001  Zone:3 (turnaround time: 172 ms, execution time: 82 ms, waiting time: 90 ms, processed by Server Zone:3)
74 getNumberofCountries 20 44989  Zone:2 (turnaround time: 461 ms, execution time: 91 ms, waiting time: 370 ms, processed by Server Zone:2)
91 getNumberofCountries 8 79795  Zone:4 (turnaround time: 91 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:4)
115 getNumberofCountries 4 97648  Zone:5 (turnaround time: 427 ms, execution time: 81 ms, waiting time: 345 ms, processed by Server Zone:5)
84 getNumberofCountries 19 37001  Zone:3 (turnaround time: 231 ms, execution time: 82 ms, waiting time: 149 ms, processed by Server Zone:3)
91 getNumberofCountries 8 79795  Zone:4 (turnaround time: 167 ms, execution time: 82 ms, waiting time: 84 ms, processed by Server Zone:4)
139 getNumberofCountries 7 31028  Zone:2 (turnaround time: 131 ms, execution time: 88 ms, waiting time: 42 ms, processed by Server Zone:2)
82 getNumberofCountries 24 28542  Zone:1 (turnaround time: 89 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:1)
115 getNumberofCountries 4 97648  Zone:5 (turnaround time: 484 ms, execution time: 81 ms, waiting time: 402 ms, processed by Server Zone:5)
68 getNumberofCountries 17 62075  Zone:3 (turnaround time: 294 ms, execution time: 88 ms, waiting time: 206 ms, processed by Server Zone:3)
82 getNumberofCountries 24 28542  Zone:1 (turnaround time: 147 ms, execution time: 82 ms, waiting time: 65 ms, processed by Server Zone:1)
54 getNumberofCountries 29 47670  Zone:2 (turnaround time: 89 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:2)
134 getNumberofCountries 8 28458  Zone:5 (turnaround time: 523 ms, execution time: 88 ms, waiting time: 435 ms, processed by Server Zone:5)
83 getNumberofCountries 11 68186  Zone:3 (turnaround time: 315 ms, execution time: 89 ms, waiting time: 225 ms, processed by Server Zone:3)
82 getNumberofCountries 24 28542  Zone:1 (turnaround time: 206 ms, execution time: 81 ms, waiting time: 124 ms, processed by Server Zone:1)
106 getNumberofCountries 10 50531  Zone:2 (turnaround time: 108 ms, execution time: 87 ms, waiting time: 19 ms, processed by Server Zone:2)
59 getNumberofCountries 22 59848  Zone:5 (turnaround time: 518 ms, execution time: 88 ms, waiting time: 430 ms, processed by Server Zone:5)
181 getNumberofCountries 1 56863  Zone:4 (turnaround time: 89 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:4)
82 getNumberofCountries 24 28542  Zone:1 (turnaround time: 264 ms, execution time: 81 ms, waiting time: 183 ms, processed by Server Zone:1)
57 getNumberofCountries 25 52236  Zone:3 (turnaround time: 356 ms, execution time: 88 ms, waiting time: 267 ms, processed by Server Zone:3)
106 getNumberofCountries 10 50531  Zone:2 (turnaround time: 166 ms, execution time: 82 ms, waiting time: 83 ms, processed by Server Zone:2)
136 getNumberofCountries 5 47468  Zone:5 (turnaround time: 239 ms, execution time: 87 ms, waiting time: 151 ms, processed by Server Zone:5)
181 getNumberofCountries 1 56863  Zone:4 (turnaround time: 146 ms, execution time: 81 ms, waiting time: 65 ms, processed by Server Zone:4)
41 getNumberofCountries 23 100389  Zone:3 (turnaround time: 308 ms, execution time: 87 ms, waiting time: 221 ms, processed by Server Zone:3)
85 getNumberofCountries 22 30195  Zone:2 (turnaround time: 142 ms, execution time: 88 ms, waiting time: 53 ms, processed by Server Zone:2)
154 getNumberofCountries 6 20465  Zone:5 (turnaround time: 259 ms, execution time: 89 ms, waiting time: 169 ms, processed by Server Zone:5)
60 getNumberofCountries 13 90275  Zone:1 (turnaround time: 89 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:1)
181 getNumberofCountries 1 56863  Zone:4 (turnaround time: 208 ms, execution time: 83 ms, waiting time: 124 ms, processed by Server Zone:4)
144 getNumberofCountries 5 33207  Zone:2 (turnaround time: 164 ms, execution time: 89 ms, waiting time: 73 ms, processed by Server Zone:2)
67 getNumberofCountries 19 52766  Zone:5 (turnaround time: 235 ms, execution time: 89 ms, waiting time: 145 ms, processed by Server Zone:5)
157 getNumberofCountries 2 62041  Zone:1 (turnaround time: 154 ms, execution time: 88 ms, waiting time: 66 ms, processed by Server Zone:1)
43 getNumberofCountries 21 101578  Zone:4 (turnaround time: 89 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:4)
67 getNumberofCountries 19 52766  Zone:5 (turnaround time: 293 ms, execution time: 81 ms, waiting time: 212 ms, processed by Server Zone:5)
162 getNumberofCountries 6 10966  Zone:1 (turnaround time: 93 ms, execution time: 93 ms, waiting time: 0 ms, processed by Server Zone:1)
43 getNumberofCountries 26 71655  Zone:4 (turnaround time: 137 ms, execution time: 93 ms, waiting time: 43 ms, processed by Server Zone:4)
79 getNumberofCountries 13 63285  Zone:5 (turnaround time: 294 ms, execution time: 88 ms, waiting time: 204 ms, processed by Server Zone:5)
143 getNumberofCountries 14 11891  Zone:2 (turnaround time: 88 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:2)
162 getNumberofCountries 6 10966  Zone:1 (turnaround time: 152 ms, execution time: 81 ms, waiting time: 70 ms, processed by Server Zone:1)
157 getNumberofCountries 2 61854  Zone:4 (turnaround time: 157 ms, execution time: 87 ms, waiting time: 68 ms, processed by Server Zone:4)
79 getNumberofCountries 13 63285  Zone:5 (turnaround time: 350 ms, execution time: 81 ms, waiting time: 269 ms, processed by Server Zone:5)
143 getNumberofCountries 14 11891  Zone:2 (turnaround time: 146 ms, execution time: 81 ms, waiting time: 64 ms, processed by Server Zone:2)
103 getNumberofCountries 18 26531  Zone:4 (turnaround time: 153 ms, execution time: 87 ms, waiting time: 64 ms, processed by Server Zone:4)
79 getNumberofCountries 13 63285  Zone:5 (turnaround time: 411 ms, execution time: 82 ms, waiting time: 329 ms, processed by Server Zone:5)
143 getNumberofCountries 14 11891  Zone:2 (turnaround time: 204 ms, execution time: 82 ms, waiting time: 122 ms, processed by Server Zone:2)
70 getNumberofCountries 21 47862  Zone:1 (turnaround time: 88 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:1)
79 getNumberofCountries 13 63285  Zone:5 (turnaround time: 471 ms, execution time: 81 ms, waiting time: 389 ms, processed by Server Zone:5)
69 getNumberofCountries 15 68054  Zone:2 (turnaround time: 202 ms, execution time: 87 ms, waiting time: 115 ms, processed by Server Zone:2)
70 getNumberofCountries 21 47862  Zone:1 (turnaround time: 147 ms, execution time: 81 ms, waiting time: 66 ms, processed by Server Zone:1)
124 getNumberofCountries 6 53065  Zone:5 (turnaround time: 513 ms, execution time: 87 ms, waiting time: 424 ms, processed by Server Zone:5)
122 getNumberofCountries 4 83624  Zone:3 (turnaround time: 89 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:3)
84 getNumberofCountries 16 45923  Zone:2 (turnaround time: 270 ms, execution time: 90 ms, waiting time: 180 ms, processed by Server Zone:2)
70 getNumberofCountries 21 47862  Zone:1 (turnaround time: 204 ms, execution time: 80 ms, waiting time: 124 ms, processed by Server Zone:1)
89 getNumberofCountries 10 66691  Zone:5 (turnaround time: 400 ms, execution time: 92 ms, waiting time: 308 ms, processed by Server Zone:5)
145 getNumberofCountries 4 42024  Zone:3 (turnaround time: 158 ms, execution time: 89 ms, waiting time: 67 ms, processed by Server Zone:3)
115 getNumberofCountries 10 38752  Zone:2 (turnaround time: 338 ms, execution time: 90 ms, waiting time: 248 ms, processed by Server Zone:2)
70 getNumberofCountries 21 47862  Zone:1 (turnaround time: 263 ms, execution time: 81 ms, waiting time: 182 ms, processed by Server Zone:1)
89 getNumberofCountries 10 66691  Zone:5 (turnaround time: 459 ms, execution time: 81 ms, waiting time: 378 ms, processed by Server Zone:5)
145 getNumberofCountries 4 42024  Zone:3 (turnaround time: 215 ms, execution time: 81 ms, waiting time: 133 ms, processed by Server Zone:3)
139 getNumberofCountries 6 35781  Zone:2 (turnaround time: 318 ms, execution time: 90 ms, waiting time: 226 ms, processed by Server Zone:2)
67 getNumberofCountries 18 55668  Zone:1 (turnaround time: 310 ms, execution time: 91 ms, waiting time: 218 ms, processed by Server Zone:1)
104 getNumberofCountries 26 15820  Zone:5 (turnaround time: 259 ms, execution time: 92 ms, waiting time: 167 ms, processed by Server Zone:5)
37 getNumberofCountries 27 95246  Zone:3 (turnaround time: 258 ms, execution time: 89 ms, waiting time: 169 ms, processed by Server Zone:3)
85 getNumberofCountries 8 94622  Zone:2 (turnaround time: 92 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:2)
130 getNumberofCountries 3 86709  Zone:1 (turnaround time: 142 ms, execution time: 90 ms, waiting time: 51 ms, processed by Server Zone:1)
57 getNumberofCountries 24 54319  Zone:5 (turnaround time: 249 ms, execution time: 88 ms, waiting time: 160 ms, processed by Server Zone:5)
37 getNumberofCountries 27 95246  Zone:3 (turnaround time: 317 ms, execution time: 81 ms, waiting time: 236 ms, processed by Server Zone:3)
49 getNumberofCountries 30 53018  Zone:1 (turnaround time: 207 ms, execution time: 88 ms, waiting time: 119 ms, processed by Server Zone:1)
74 getNumberofCountries 15 62097  Zone:5 (turnaround time: 113 ms, execution time: 91 ms, waiting time: 21 ms, processed by Server Zone:5)
37 getNumberofCountries 27 95246  Zone:3 (turnaround time: 368 ms, execution time: 81 ms, waiting time: 286 ms, processed by Server Zone:3)
119 getNumberofCountries 24 12797  Zone:2 (turnaround time: 94 ms, execution time: 93 ms, waiting time: 0 ms, processed by Server Zone:2)
136 getNumberofCountries 11 20833  Zone:4 (turnaround time: 96 ms, execution time: 95 ms, waiting time: 0 ms, processed by Server Zone:4)
52 getNumberofCountries 30 49314  Zone:1 (turnaround time: 247 ms, execution time: 88 ms, waiting time: 159 ms, processed by Server Zone:1)
42 getNumberofCountries 30 66759  Zone:5 (turnaround time: 134 ms, execution time: 90 ms, waiting time: 43 ms, processed by Server Zone:5)
80 getNumberofCountries 17 47253  Zone:3 (turnaround time: 411 ms, execution time: 89 ms, waiting time: 321 ms, processed by Server Zone:3)
105 getNumberofCountries 12 37595  Zone:4 (turnaround time: 120 ms, execution time: 91 ms, waiting time: 27 ms, processed by Server Zone:4)
52 getNumberofCountries 30 49314  Zone:1 (turnaround time: 306 ms, execution time: 81 ms, waiting time: 225 ms, processed by Server Zone:1)
42 getNumberofCountries 30 66759  Zone:5 (turnaround time: 191 ms, execution time: 81 ms, waiting time: 109 ms, processed by Server Zone:5)
80 getNumberofCountries 17 47253  Zone:3 (turnaround time: 469 ms, execution time: 81 ms, waiting time: 387 ms, processed by Server Zone:3)
42 getNumberofCountries 25 79861  Zone:2 (turnaround time: 92 ms, execution time: 92 ms, waiting time: 0 ms, processed by Server Zone:2)
52 getNumberofCountries 30 49314  Zone:1 (turnaround time: 364 ms, execution time: 81 ms, waiting time: 283 ms, processed by Server Zone:1)
128 getNumberofCountries 5 56688  Zone:3 (turnaround time: 144 ms, execution time: 91 ms, waiting time: 52 ms, processed by Server Zone:3)
93 getNumberofCountries 7 89617  Zone:2 (turnaround time: 121 ms, execution time: 100 ms, waiting time: 21 ms, processed by Server Zone:2)
52 getNumberofCountries 30 49314  Zone:1 (turnaround time: 425 ms, execution time: 84 ms, waiting time: 341 ms, processed by Server Zone:1)
110 getNumberofCountries 17 23161  Zone:5 (turnaround time: 95 ms, execution time: 94 ms, waiting time: 0 ms, processed by Server Zone:5)
128 getNumberofCountries 5 56688  Zone:3 (turnaround time: 208 ms, execution time: 87 ms, waiting time: 120 ms, processed by Server Zone:3)
65 getNumberofCountries 11 94821  Zone:2 (turnaround time: 149 ms, execution time: 98 ms, waiting time: 50 ms, processed by Server Zone:2)
152 getNumberofCountries 8 17514  Zone:1 (turnaround time: 361 ms, execution time: 95 ms, waiting time: 266 ms, processed by Server Zone:1)
47 getNumberofCountries 17 105075  Zone:3 (turnaround time: 93 ms, execution time: 92 ms, waiting time: 0 ms, processed by Server Zone:3)
65 getNumberofCountries 11 94821  Zone:2 (turnaround time: 205 ms, execution time: 81 ms, waiting time: 123 ms, processed by Server Zone:2)
152 getNumberofCountries 8 17514  Zone:1 (turnaround time: 419 ms, execution time: 81 ms, waiting time: 338 ms, processed by Server Zone:1)
170 getNumberofCountries 1 100600  Zone:5 (turnaround time: 92 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:5)
124 getNumberofCountries 20 13474  Zone:4 (turnaround time: 92 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:4)
97 getNumberofCountries 15 37650  Zone:3 (turnaround time: 139 ms, execution time: 91 ms, waiting time: 48 ms, processed by Server Zone:3)
65 getNumberofCountries 11 94821  Zone:2 (turnaround time: 260 ms, execution time: 82 ms, waiting time: 177 ms, processed by Server Zone:2)
152 getNumberofCountries 8 17514  Zone:1 (turnaround time: 478 ms, execution time: 82 ms, waiting time: 396 ms, processed by Server Zone:1)
33 getNumberofCountries 28 103379  Zone:5 (turnaround time: 91 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:5)
97 getNumberofCountries 15 37650  Zone:3 (turnaround time: 199 ms, execution time: 83 ms, waiting time: 115 ms, processed by Server Zone:3)
65 getNumberofCountries 11 94821  Zone:2 (turnaround time: 321 ms, execution time: 81 ms, waiting time: 239 ms, processed by Server Zone:2)
40 getNumberofCountries 30 75607  Zone:1 (turnaround time: 450 ms, execution time: 90 ms, waiting time: 358 ms, processed by Server Zone:1)
33 getNumberofCountries 28 103379  Zone:5 (turnaround time: 150 ms, execution time: 82 ms, waiting time: 67 ms, processed by Server Zone:5)
46 getNumberofCountries 25 65738  Zone:4 (turnaround time: 92 ms, execution time: 90 ms, waiting time: 1 ms, processed by Server Zone:4)
130 getNumberofCountries 13 20608  Zone:3 (turnaround time: 102 ms, execution time: 89 ms, waiting time: 12 ms, processed by Server Zone:3)
55 getNumberofCountries 13 102361  Zone:2 (turnaround time: 356 ms, execution time: 90 ms, waiting time: 265 ms, processed by Server Zone:2)
33 getNumberofCountries 28 103379  Zone:5 (turnaround time: 206 ms, execution time: 80 ms, waiting time: 125 ms, processed by Server Zone:5)
136 getNumberofCountries 8 27120  Zone:1 (turnaround time: 97 ms, execution time: 90 ms, waiting time: 5 ms, processed by Server Zone:1)
46 getNumberofCountries 25 65738  Zone:4 (turnaround time: 149 ms, execution time: 82 ms, waiting time: 67 ms, processed by Server Zone:4)
48 getNumberofCountries 19 84984  Zone:2 (turnaround time: 270 ms, execution time: 89 ms, waiting time: 180 ms, processed by Server Zone:2)
43 getNumberofCountries 19 106987  Zone:1 (turnaround time: 164 ms, execution time: 91 ms, waiting time: 73 ms, processed by Server Zone:1)
67 getNumberofCountries 18 58439  Zone:3 (turnaround time: 92 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:3)
146 getNumberofCountries 4 37690  Zone:5 (turnaround time: 90 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:5)
77 getNumberofCountries 25 30541  Zone:2 (turnaround time: 221 ms, execution time: 91 ms, waiting time: 129 ms, processed by Server Zone:2)
42 getNumberofCountries 25 84792  Zone:4 (turnaround time: 90 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:4)
70 getNumberofCountries 15 67185  Zone:5 (turnaround time: 134 ms, execution time: 90 ms, waiting time: 44 ms, processed by Server Zone:5)
77 getNumberofCountries 25 30541  Zone:2 (turnaround time: 280 ms, execution time: 82 ms, waiting time: 197 ms, processed by Server Zone:2)
70 getNumberofCountries 15 67185  Zone:5 (turnaround time: 194 ms, execution time: 83 ms, waiting time: 111 ms, processed by Server Zone:5)
77 getNumberofCountries 25 30541  Zone:2 (turnaround time: 338 ms, execution time: 81 ms, waiting time: 257 ms, processed by Server Zone:2)
77 getNumberofCountries 25 30541  Zone:2 (turnaround time: 397 ms, execution time: 81 ms, waiting time: 315 ms, processed by Server Zone:2)
58 getNumberofCountries 27 43151  Zone:5 (turnaround time: 267 ms, execution time: 95 ms, waiting time: 170 ms, processed by Server Zone:5)
43 getNumberofCountries 22 88777  Zone:1 (turnaround time: 94 ms, execution time: 93 ms, waiting time: 1 ms, processed by Server Zone:1)
71 getNumberofCountries 23 39467  Zone:2 (turnaround time: 327 ms, execution time: 92 ms, waiting time: 233 ms, processed by Server Zone:2)
68 getNumberofCountries 19 52004  Zone:5 (turnaround time: 241 ms, execution time: 91 ms, waiting time: 149 ms, processed by Server Zone:5)
42 getNumberofCountries 24 82650  Zone:3 (turnaround time: 93 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:3)
71 getNumberofCountries 23 39467  Zone:2 (turnaround time: 383 ms, execution time: 80 ms, waiting time: 303 ms, processed by Server Zone:2)
68 getNumberofCountries 19 52004  Zone:5 (turnaround time: 300 ms, execution time: 81 ms, waiting time: 218 ms, processed by Server Zone:5)
75 getNumberofCountries 26 31937  Zone:1 (turnaround time: 90 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:1)
78 getNumberofCountries 28 26646  Zone:3 (turnaround time: 158 ms, execution time: 90 ms, waiting time: 67 ms, processed by Server Zone:3)
71 getNumberofCountries 23 39467  Zone:2 (turnaround time: 443 ms, execution time: 81 ms, waiting time: 361 ms, processed by Server Zone:2)
